IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
8.219.213.84	2083	2083	TRUE	SIN	Asia Pacific	Singapore	61	7.31
47.74.16.159	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	7.31
47.74.54.145	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	74	7.3
47.74.27.94	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	7.3
8.219.178.9	2083	2083	TRUE	SIN	Asia Pacific	Singapore	92	7.3
8.209.246.24	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	85	7.3
47.74.6.148	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	72	7.29
47.74.16.67	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	7.29
47.243.203.119	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	42	7.29
8.222.208.83	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	7.29
8.218.2.181	80	80	FALSE	HKG	Asia Pacific	Hong Kong	53	7.29
47.245.59.133	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	148	7.29
8.217.193.25	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	84	7.28
8.222.129.32	8880	8880	FALSE	SIN	Asia Pacific	Singapore	26	7.28
8.222.229.22	2082	2082	FALSE	SIN	Asia Pacific	Singapore	18	7.28
8.209.255.195	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	191	7.28
8.219.240.160	2053	2053	TRUE	SIN	Asia Pacific	Singapore	123	7.28
47.76.37.57	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	107	7.27
47.245.12.179	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	158	7.27
47.74.27.151	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	148	7.27
47.245.42.210	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	260	7.27
47.245.59.188	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	153	7.27
47.245.118.70	2083	2083	TRUE	SIN	Asia Pacific	Singapore	4	7.27
8.209.242.25	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	80	7.27
8.217.164.10	443	443	TRUE	HKG	Asia Pacific	Hong Kong	77	7.27
47.74.15.117	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	80	7.26
47.243.162.49	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	44	7.26
47.245.54.58	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	88	7.26
8.219.255.171	2087	2087	TRUE	SIN	Asia Pacific	Singapore	141	7.25
8.219.240.160	8443	8443	TRUE	SIN	Asia Pacific	Singapore	125	7.25
8.219.201.245	2096	2096	TRUE	SIN	Asia Pacific	Singapore	124	7.25
8.219.222.8	2087	2087	TRUE	SIN	Asia Pacific	Singapore	168	7.25
47.245.39.49	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	165	7.25
47.245.42.162	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	79	7.25
8.218.243.95	80	80	FALSE	HKG	Asia Pacific	Hong Kong	103	7.24
8.219.255.171	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	7.24
8.219.222.98	2095	2095	FALSE	SIN	Asia Pacific	Singapore	32	7.23
47.74.11.251	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	143	7.23
8.219.230.254	8080	8080	FALSE	SIN	Asia Pacific	Singapore	10	7.23
47.74.54.33	80	0	FALSE	NRT	Asia Pacific	Tokyo	87	7.23
47.74.8.238	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	127	7.22
47.74.27.211	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	145	7.22
8.219.249.38	8880	8880	FALSE	SIN	Asia Pacific	Singapore	8	7.21
8.209.214.157	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	74	7.21
8.218.85.128	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	73	7.21
8.219.233.6	80	80	FALSE	SIN	Asia Pacific	Singapore	5	7.21
8.218.3.12	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	66	7.21
8.209.243.99	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	87	7.21
8.222.209.223	2087	2087	TRUE	SIN	Asia Pacific	Singapore	28	7.2
8.222.208.83	2052	2052	FALSE	SIN	Asia Pacific	Singapore	6	7.2
47.245.34.140	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	206	7.2
8.219.247.203	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	7.2
47.245.34.140	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	107	7.2
47.245.10.77	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	106	7.2
8.222.129.32	8080	8080	FALSE	SIN	Asia Pacific	Singapore	5	7.2
8.222.255.15	80	80	FALSE	SIN	Asia Pacific	Singapore	15	7.2
8.222.222.64	8080	8080	FALSE	SIN	Asia Pacific	Singapore	40	7.19
8.222.154.50	8080	8080	FALSE	SIN	Asia Pacific	Singapore	16	7.19
8.219.201.174	443	443	TRUE	SIN	Asia Pacific	Singapore	121	7.19
47.74.26.196	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	165	7.19
47.74.43.95	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	75	7.19
8.222.238.141	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	7.18
8.222.210.182	8880	8880	FALSE	SIN	Asia Pacific	Singapore	3	7.18
47.245.56.29	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	92	7.18
8.219.230.254	8443	8443	TRUE	SIN	Asia Pacific	Singapore	19	7.18
47.74.45.143	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	78	7.18
47.243.203.119	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	39	7.18
47.74.13.200	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	7.17
8.219.242.208	2087	2087	TRUE	SIN	Asia Pacific	Singapore	73	7.17
8.219.201.245	2053	2053	TRUE	SIN	Asia Pacific	Singapore	83	7.16
47.74.41.136	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	188	7.16
47.243.86.79	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	54	7.15
8.222.150.197	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	7.15
8.222.249.98	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	7.15
8.219.200.145	2087	2087	TRUE	SIN	Asia Pacific	Singapore	30	7.14
8.222.197.251	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	7.14
8.209.252.13	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	79	7.13
8.219.196.117	2082	2082	FALSE	SIN	Asia Pacific	Singapore	16	7.13
47.74.18.121	80	80	FALSE	NRT	Asia Pacific	Tokyo	98	7.13
8.222.164.44	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	7.12
47.242.171.94	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	95	7.12
8.219.103.65	2083	2083	TRUE	SIN	Asia Pacific	Singapore	14	7.12
8.210.9.129	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	86	7.12
8.219.228.157	80	80	FALSE	SIN	Asia Pacific	Singapore	29	7.12
8.209.242.25	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	105	7.12
47.74.43.95	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	71	7.12
8.219.201.174	2083	2083	TRUE	SIN	Asia Pacific	Singapore	165	7.11
47.245.58.250	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	96	7.11
47.245.52.240	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	76	7.11
47.236.7.246	2082	2082	FALSE	SIN	Asia Pacific	Singapore	17	7.11
8.222.145.164	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	7.11
8.219.124.227	2083	0	TRUE	SIN	Asia Pacific	Singapore	3	7.11
8.219.199.220	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	7.11
8.222.193.208	8443	8443	TRUE	SIN	Asia Pacific	Singapore	83	7.1
47.236.19.51	80	80	FALSE	SIN	Asia Pacific	Singapore	31	7.1
8.222.198.105	2052	2052	FALSE	SIN	Asia Pacific	Singapore	6	7.1
8.222.213.221	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	7.1
8.217.147.230	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	45	7.1
8.219.230.254	80	80	FALSE	SIN	Asia Pacific	Singapore	11	7.09
47.245.4.219	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	166	7.09
8.217.193.25	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	109	7.09
47.245.62.84	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	180	7.09
47.74.16.159	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	137	7.09
8.217.147.230	80	80	FALSE	HKG	Asia Pacific	Hong Kong	52	7.09
47.74.54.145	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	131	7.09
8.222.198.105	2082	2082	FALSE	SIN	Asia Pacific	Singapore	11	7.08
8.222.155.242	2052	2052	FALSE	SIN	Asia Pacific	Singapore	13	7.08
8.219.210.64	2083	2083	TRUE	SIN	Asia Pacific	Singapore	67	7.07
8.219.201.174	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	7.07
8.217.221.165	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	66	7.06
8.219.102.252	2087	2087	TRUE	SIN	Asia Pacific	Singapore	59	7.06
47.74.50.249	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	7.06
47.245.56.121	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	146	7.04
8.219.200.145	8080	8080	FALSE	SIN	Asia Pacific	Singapore	35	7.04
8.218.22.210	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	113	7.04
47.74.26.196	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	172	7.04
8.219.196.117	2053	2053	TRUE	SIN	Asia Pacific	Singapore	98	7.04
8.219.233.6	8443	8443	TRUE	SIN	Asia Pacific	Singapore	114	7.04
47.245.113.12	2083	2083	TRUE	SIN	Asia Pacific	Singapore	28	7.03
8.219.215.214	2095	2095	FALSE	SIN	Asia Pacific	Singapore	21	7.03
8.219.248.170	80	80	FALSE	SIN	Asia Pacific	Singapore	32	7.03
8.219.253.18	2053	2053	TRUE	SIN	Asia Pacific	Singapore	48	7.02
8.222.198.105	2052	2052	FALSE	SIN	Asia Pacific	Singapore	6	7.02
47.236.7.246	2052	2052	FALSE	SIN	Asia Pacific	Singapore	21	7.02
8.219.194.170	2087	2087	TRUE	SIN	Asia Pacific	Singapore	47	7.02
47.74.39.194	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	72	7.02
8.218.188.129	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	42	7.01
47.74.32.22	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	73	7.01
47.74.23.99	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	144	7.01
8.219.213.133	80	80	FALSE	SIN	Asia Pacific	Singapore	16	7.01
8.219.250.239	2083	2083	TRUE	SIN	Asia Pacific	Singapore	175	7.01
8.219.193.202	443	443	TRUE	SIN	Asia Pacific	Singapore	112	7
8.219.202.130	2083	2083	TRUE	SIN	Asia Pacific	Singapore	182	7
8.209.243.137	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	7
8.219.195.47	2086	2086	FALSE	SIN	Asia Pacific	Singapore	10	7
8.219.179.34	2096	2096	TRUE	SIN	Asia Pacific	Singapore	21	7
8.210.65.1	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	74	7
47.74.52.188	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	7
8.222.244.123	2082	2082	FALSE	SIN	Asia Pacific	Singapore	26	7
8.222.221.86	2052	2052	FALSE	SIN	Asia Pacific	Singapore	11	7
8.222.129.32	2052	2052	FALSE	SIN	Asia Pacific	Singapore	23	6.99
8.209.200.73	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	122	6.99
8.222.227.191	80	80	FALSE	SIN	Asia Pacific	Singapore	13	6.99
47.74.52.104	80	80	FALSE	NRT	Asia Pacific	Tokyo	73	6.99
8.210.250.120	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	208	6.99
8.222.224.163	8880	8880	FALSE	SIN	Asia Pacific	Singapore	17	6.99
8.219.186.189	2083	2083	TRUE	SIN	Asia Pacific	Singapore	77	6.99
8.219.210.93	2087	2087	TRUE	SIN	Asia Pacific	Singapore	72	6.99
8.222.159.252	8080	8080	FALSE	SIN	Asia Pacific	Singapore	3	6.98
8.219.255.171	2053	2053	TRUE	SIN	Asia Pacific	Singapore	105	6.98
8.222.221.86	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	6.98
8.217.239.116	80	80	FALSE	HKG	Asia Pacific	Hong Kong	40	6.97
8.222.180.242	2052	2052	FALSE	SIN	Asia Pacific	Singapore	8	6.96
47.74.15.117	80	80	FALSE	NRT	Asia Pacific	Tokyo	71	6.96
8.219.237.250	2086	2086	FALSE	SIN	Asia Pacific	Singapore	18	6.96
47.245.59.243	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	172	6.95
47.236.5.223	8443	8443	TRUE	SIN	Asia Pacific	Singapore	103	6.94
8.219.210.64	443	443	TRUE	SIN	Asia Pacific	Singapore	84	6.94
8.222.187.4	8080	8080	FALSE	SIN	Asia Pacific	Singapore	21	6.94
8.209.252.13	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	85	6.94
8.219.201.174	80	80	FALSE	SIN	Asia Pacific	Singapore	12	6.94
8.219.78.1	2096	2096	TRUE	SIN	Asia Pacific	Singapore	12	6.93
47.74.49.62	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	156	6.93
8.217.149.28	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	52	6.93
47.236.145.85	8080	8080	FALSE	SIN	Asia Pacific	Singapore	35	6.92
8.209.248.161	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	6.92
47.74.36.8	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	90	6.92
47.74.16.159	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	89	6.92
8.222.150.197	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	6.91
8.218.142.253	80	80	FALSE	HKG	Asia Pacific	Hong Kong	64	6.91
47.236.150.109	8080	8080	FALSE	SIN	Asia Pacific	Singapore	21	6.91
8.219.199.220	2086	2086	FALSE	SIN	Asia Pacific	Singapore	23	6.91
8.219.222.98	8443	8443	TRUE	SIN	Asia Pacific	Singapore	86	6.89
8.210.245.224	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	45	6.89
47.243.70.197	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	37	6.89
8.219.193.202	8443	8443	TRUE	SIN	Asia Pacific	Singapore	89	6.89
8.209.243.99	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	83	6.88
8.219.178.9	2083	2083	TRUE	SIN	Asia Pacific	Singapore	3	6.88
8.222.223.34	2087	2087	TRUE	SIN	Asia Pacific	Singapore	37	6.88
47.74.3.2	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	78	6.88
47.242.176.237	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	61	6.88
8.218.110.180	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	36	6.88
47.74.27.211	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	6.87
8.222.219.34	2096	2096	TRUE	SIN	Asia Pacific	Singapore	118	6.87
8.222.145.110	8443	8443	TRUE	SIN	Asia Pacific	Singapore	60	6.87
8.222.219.34	2082	2082	FALSE	SIN	Asia Pacific	Singapore	12	6.87
47.245.52.165	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	101	6.87
8.219.196.24	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	6.87
47.245.38.233	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	126	6.86
8.217.147.230	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	44	6.86
47.74.18.121	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	97	6.86
47.243.107.148	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	39	6.86
47.245.30.65	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	127	6.86
47.74.13.239	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	141	6.86
47.74.34.73	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	89	6.86
8.209.222.31	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	101	6.86
8.222.215.228	80	80	FALSE	SIN	Asia Pacific	Singapore	5	6.85
47.74.5.233	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	189	6.85
8.219.233.6	2052	2052	FALSE	SIN	Asia Pacific	Singapore	20	6.85
8.219.238.145	8080	8080	FALSE	SIN	Asia Pacific	Singapore	10	6.84
8.219.198.139	80	80	FALSE	SIN	Asia Pacific	Singapore	13	6.84
47.74.26.131	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	96	6.84
47.74.8.238	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	6.84
47.74.16.255	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	6.84
8.219.222.8	443	443	TRUE	SIN	Asia Pacific	Singapore	29	6.84
8.222.249.190	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	6.84
47.236.7.246	2096	2096	TRUE	SIN	Asia Pacific	Singapore	87	6.84
47.245.52.165	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	220	6.84
8.209.243.99	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	6.83
8.219.173.195	8080	8080	FALSE	SIN	Asia Pacific	Singapore	21	6.83
47.245.39.49	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	175	6.83
47.245.118.70	8443	8443	TRUE	SIN	Asia Pacific	Singapore	59	6.82
8.210.55.134	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	50	6.82
47.91.29.108	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	77	6.82
47.74.9.174	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	6.82
8.209.243.137	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	106	6.82
8.219.222.8	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	6.81
47.245.118.70	2096	2096	TRUE	SIN	Asia Pacific	Singapore	20	6.81
47.243.70.197	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	47	6.81
47.245.118.70	2053	2053	TRUE	SIN	Asia Pacific	Singapore	5	6.81
47.243.161.235	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	38	6.8
8.222.197.251	2082	2082	FALSE	SIN	Asia Pacific	Singapore	3	6.8
47.245.58.175	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	242	6.8
8.219.228.157	2095	2095	FALSE	SIN	Asia Pacific	Singapore	32	6.8
8.217.239.116	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	65	6.8
47.243.183.127	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	63	6.8
8.219.248.170	8443	8443	TRUE	SIN	Asia Pacific	Singapore	69	6.79
8.219.6.157	8080	8080	FALSE	SIN	Asia Pacific	Singapore	9	6.79
8.209.212.5	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	78	6.79
47.74.4.242	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	98	6.79
8.217.49.34	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	47	6.79
8.222.140.185	2095	0	FALSE	SIN	Asia Pacific	Singapore	48	6.79
8.219.220.88	2053	2053	TRUE	SIN	Asia Pacific	Singapore	102	6.78
8.222.237.131	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	6.78
8.222.224.162	8080	8080	FALSE	SIN	Asia Pacific	Singapore	17	6.78
8.222.198.105	8080	8080	FALSE	SIN	Asia Pacific	Singapore	3	6.77
47.74.27.151	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	148	6.77
8.222.222.64	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	6.77
47.74.6.148	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	6.76
47.74.41.136	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	6.76
47.245.118.70	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	6.76
47.236.7.13	2053	2053	TRUE	SIN	Asia Pacific	Singapore	75	6.76
8.219.5.10	8443	8443	TRUE	SIN	Asia Pacific	Singapore	148	6.76
47.243.183.127	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	58	6.76
47.74.48.178	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	74	6.76
47.245.53.101	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	104	6.76
8.219.66.156	2087	2087	TRUE	SIN	Asia Pacific	Singapore	5	6.76
8.222.182.10	2052	2052	FALSE	SIN	Asia Pacific	Singapore	2	6.76
47.74.27.211	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	184	6.75
47.236.7.13	2087	2087	TRUE	SIN	Asia Pacific	Singapore	84	6.75
8.209.243.137	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	6.75
8.219.170.180	2053	2053	TRUE	SIN	Asia Pacific	Singapore	151	6.74
8.219.240.160	2082	2082	FALSE	SIN	Asia Pacific	Singapore	12	6.74
8.222.254.91	2096	2096	TRUE	SIN	Asia Pacific	Singapore	41	6.74
47.243.107.148	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	39	6.74
47.74.5.150	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	6.74
8.222.211.16	2087	2087	TRUE	SIN	Asia Pacific	Singapore	72	6.74
47.245.32.215	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	6.73
8.219.196.117	8880	8880	FALSE	SIN	Asia Pacific	Singapore	16	6.73
47.243.203.119	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	43	6.73
47.74.36.154	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	87	6.72
47.236.144.196	2095	2095	FALSE	SIN	Asia Pacific	Singapore	23	6.72
8.219.210.93	8443	8443	TRUE	SIN	Asia Pacific	Singapore	94	6.72
47.242.174.27	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	40	6.71
8.219.178.9	2053	2053	TRUE	SIN	Asia Pacific	Singapore	11	6.71
47.242.155.183	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	56	6.71
47.236.145.180	2082	2082	FALSE	SIN	Asia Pacific	Singapore	21	6.71
8.222.147.203	2086	2086	FALSE	SIN	Asia Pacific	Singapore	12	6.7
47.74.23.193	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	146	6.7
47.245.62.84	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	82	6.7
47.245.29.64	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	84	6.7
8.219.198.139	8080	8080	FALSE	SIN	Asia Pacific	Singapore	18	6.7
8.219.6.157	2096	2096	TRUE	SIN	Asia Pacific	Singapore	46	6.69
8.222.140.185	8880	8880	FALSE	SIN	Asia Pacific	Singapore	43	6.69
8.209.243.99	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	92	6.69
47.243.107.148	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	46	6.68
8.222.244.123	443	443	TRUE	SIN	Asia Pacific	Singapore	63	6.68
47.74.12.139	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	194	6.67
47.245.30.65	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	240	6.67
47.74.36.8	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	84	6.67
8.219.170.232	2052	2052	FALSE	SIN	Asia Pacific	Singapore	17	6.67
47.245.39.49	80	80	FALSE	HKG	Asia Pacific	Hong Kong	174	6.67
8.222.229.22	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	6.67
47.242.17.250	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	56	6.67
47.74.42.17	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	77	6.67
8.218.52.115	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	94	6.66
8.209.222.31	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	85	6.66
8.219.194.170	2083	2083	TRUE	SIN	Asia Pacific	Singapore	87	6.66
8.222.129.245	80	80	FALSE	SIN	Asia Pacific	Singapore	17	6.66
47.236.7.246	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	6.66
8.219.228.193	2096	2096	TRUE	SIN	Asia Pacific	Singapore	142	6.66
47.242.17.250	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	52	6.66
47.245.118.70	2053	2053	TRUE	SIN	Asia Pacific	Singapore	71	6.65
8.222.128.131	80	80	FALSE	SIN	Asia Pacific	Singapore	5	6.65
47.236.7.206	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	6.65
8.222.209.223	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	6.64
8.218.156.91	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	37	6.64
8.219.206.180	80	80	FALSE	SIN	Asia Pacific	Singapore	17	6.64
47.245.4.22	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	251	6.64
8.219.213.112	2053	2053	TRUE	SIN	Asia Pacific	Singapore	69	6.64
8.222.138.164	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	6.63
47.74.49.62	2082	0	FALSE	NRT	Asia Pacific	Tokyo	82	6.63
8.222.128.131	2086	2086	FALSE	SIN	Asia Pacific	Singapore	3	6.63
8.222.187.4	2082	2082	FALSE	SIN	Asia Pacific	Singapore	22	6.63
8.222.221.109	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	6.63
8.219.240.160	2096	2096	TRUE	SIN	Asia Pacific	Singapore	120	6.63
47.74.50.223	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	101	6.62
47.76.80.72	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	48	6.62
8.219.220.88	2082	2082	FALSE	SIN	Asia Pacific	Singapore	16	6.62
8.218.48.92	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	92	6.62
8.218.143.10	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	35	6.62
8.210.250.120	80	80	FALSE	HKG	Asia Pacific	Hong Kong	44	6.62
47.76.37.57	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	88	6.61
8.222.159.252	8443	8443	TRUE	SIN	Asia Pacific	Singapore	66	6.61
8.222.236.229	2086	2086	FALSE	SIN	Asia Pacific	Singapore	8	6.61
8.222.244.123	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	6.6
8.222.210.182	2083	2083	TRUE	SIN	Asia Pacific	Singapore	77	6.6
47.245.42.210	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	113	6.6
8.222.222.64	2096	2096	TRUE	SIN	Asia Pacific	Singapore	99	6.6
47.243.203.119	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	56	6.6
8.222.154.50	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	6.6
47.74.4.47	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	171	6.6
47.245.31.0	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	153	6.59
8.222.198.105	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	6.59
8.222.249.98	8443	8443	TRUE	SIN	Asia Pacific	Singapore	83	6.59
8.219.206.180	2096	2096	TRUE	SIN	Asia Pacific	Singapore	157	6.59
8.222.244.123	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	6.59
8.217.239.116	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	47	6.58
47.74.37.50	80	80	FALSE	NRT	Asia Pacific	Tokyo	75	6.58
